"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio",Dia,Alcance,Impressões,Moeda,"Valor usado (BRL)",Compras,"Valor de conversão da compra","Cliques no link","Adições ao carrinho",Contatos,"Finalizações de compra iniciadas",Leads,"Início dos relatórios","Encerramento dos relatórios"
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-03-06,5638,5721,BRL,21.84,,,280,,240,,2,2026-03-06,2026-03-06
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-03-06,22148,22680,BRL,70.06,,,1005,,791,,,2026-03-06,2026-03-06
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-03-06,2152,2705,BRL,44.59,,,37,,,,,2026-03-06,2026-03-06
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-03-06,2445,2806,BRL,45.22,,,32,,,,,2026-03-06,2026-03-06
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-03-06,73,75,BRL,1.56,,,1,,,,,2026-03-06,2026-03-06
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-03-06,51,52,BRL,0.18,,,,,,,,2026-03-06,2026-03-06
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-03-06,53,59,BRL,1.45,,,3,,,,,2026-03-06,2026-03-06
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-03-06,1,1,BRL,0,,,,,,,,2026-03-06,2026-03-06
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Saúde — DF|CWB|GO|SP 2",2026-03-06,41,60,BRL,2.41,5,,2,,5,,,2026-03-06,2026-03-06
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-03-05,13696,13696,BRL,53.15,2,,694,,490,,4,2026-03-05,2026-03-05
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-03-05,6230,6464,BRL,24.71,,,292,,224,,,2026-03-05,2026-03-05
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-03-05,23401,24173,BRL,77.58,,,1060,,765,,,2026-03-05,2026-03-05
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-03-05,3240,3829,BRL,59.89,4,,52,,5,,1,2026-03-05,2026-03-05
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-03-05,741,786,BRL,14.4,1,,19,,2,,,2026-03-05,2026-03-05
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-03-05,329,341,BRL,3.94,,,3,,,,,2026-03-05,2026-03-05
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-03-05,127,145,BRL,0.73,,,,,,,,2026-03-05,2026-03-05
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-03-05,3,3,BRL,0.02,,,,,,,,2026-03-05,2026-03-05
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Saúde — DF|CWB|GO|SP 2",2026-03-05,136,172,BRL,16.52,,,1,,2,,,2026-03-05,2026-03-05
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-03-04,12413,12996,BRL,54.88,,,692,,566,,,2026-03-04,2026-03-04
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-03-04,8922,9208,BRL,38.55,1,,469,,403,,1,2026-03-04,2026-03-04
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-03-04,18869,19354,BRL,67.85,2,,940,,708,,,2026-03-04,2026-03-04
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-03-04,3692,4648,BRL,71.86,10,,54,,3,,1,2026-03-04,2026-03-04
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-03-04,940,1218,BRL,19.17,,,20,,,,,2026-03-04,2026-03-04
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-03-04,559,616,BRL,5.07,,,2,,,,,2026-03-04,2026-03-04
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-03-04,99,102,BRL,1.12,,,4,,,,,2026-03-04,2026-03-04
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-03-04,5,5,BRL,0.02,,,,,,,,2026-03-04,2026-03-04
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Saúde — DF|CWB|GO|SP 2",2026-03-04,73,82,BRL,4.5,,,,,,,,2026-03-04,2026-03-04
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-03-03,10426,10791,BRL,44.58,1,,608,,475,,2,2026-03-03,2026-03-03
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-03-03,6011,6097,BRL,23.63,,,287,,237,,,2026-03-03,2026-03-03
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-03-03,15674,15830,BRL,56.67,1,,822,,649,,,2026-03-03,2026-03-03
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-03-03,3243,3910,BRL,59.03,4,,78,,3,,,2026-03-03,2026-03-03
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-03-03,1573,1861,BRL,24.2,2,,22,,,,,2026-03-03,2026-03-03
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-03-03,795,888,BRL,12.87,,,15,,,,,2026-03-03,2026-03-03
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-03-03,77,92,BRL,1.73,,,,,,,,2026-03-03,2026-03-03
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-03-03,6,6,BRL,0.04,,,1,,,,,2026-03-03,2026-03-03
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-03-03,9,9,BRL,0.01,,,1,,,,,2026-03-03,2026-03-03
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Saúde — DF|CWB|GO|SP 2",2026-03-03,51,59,BRL,0.53,,,,,,,,2026-03-03,2026-03-03
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-03-02,18569,20199,BRL,65.99,,,1031,,811,,,2026-03-02,2026-03-02
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-03-02,6917,7086,BRL,22.65,,,319,,268,,1,2026-03-02,2026-03-02
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-03-02,13197,13461,BRL,39.75,,,624,,502,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-03-02,3277,4208,BRL,48.55,1,,59,,1,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-03-02,2953,3644,BRL,46.64,5,,39,,,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-03-02,1102,1299,BRL,16.3,,,21,,,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-03-02,153,178,BRL,4.56,,,,,,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-03-02,1,1,BRL,0,,,,,,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-03-02,243,264,BRL,3.2,,,5,,1,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-03-02,24,24,BRL,0.19,,,2,,,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-03-02,70,74,BRL,0.57,,,,,,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-03-02,83,87,BRL,0.72,,,2,,,,,2026-03-02,2026-03-02
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-03-02,288,297,BRL,2.91,,,4,,,,,2026-03-02,2026-03-02
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-03-01,22297,24067,BRL,66.95,2,,1194,,987,,3,2026-03-01,2026-03-01
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-03-01,4989,5079,BRL,14.68,,,232,,198,,,2026-03-01,2026-03-01
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-03-01,13049,13049,BRL,34,,,556,,450,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-03-01,2802,3192,BRL,44.47,5,,46,,2,,2,2026-03-01,2026-03-01
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-03-01,3670,4162,BRL,58.43,6,,65,,1,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-03-01,749,795,BRL,15.11,,,26,,,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-03-01,109,119,BRL,3.08,2,,,,,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Novo vídeo Nimbus — DF|CWB|GO|SP 2",2026-03-01,49,52,BRL,0.51,,,2,,,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Célia 1M  — RS SC ES MS MG AL PE - WPP",2026-03-01,1243,1430,BRL,23.39,10,,22,,1,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus tapete branco — RS SC ES MS MG AL PE - WPP",2026-03-01,336,358,BRL,6.6,,,7,,,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Imagem] Benefícios — RS SC ES MS MG AL PE - WPP",2026-03-01,273,332,BRL,3.75,,,,,,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Novo vídeo Nimbus — RS SC ES MS MG AL PE - WPP",2026-03-01,209,230,BRL,1.59,,,6,,,,,2026-03-01,2026-03-01
"Instagram | Conversão WPP","RS SC ES MS MG AL PE - WPP","[Vídeo] Nimbus Tapete — RS SC ES MS MG AL PE - WPP",2026-03-01,2090,2358,BRL,29.92,6,,37,,1,,,2026-03-01,2026-03-01
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-02-28,26060,26060,BRL,89.86,1,,1353,,1135,,1,2026-02-28,2026-02-28
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Célia 1M  — Bairros nobres SP",2026-02-28,406,406,BRL,1.51,,,19,,17,,,2026-02-28,2026-02-28
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-02-28,9211,9450,BRL,29.92,,,475,,398,,,2026-02-28,2026-02-28
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Célia 1M  — DF|CWB|GO|SP 2",2026-02-28,4721,5602,BRL,91.3,9,,81,,2,,,2026-02-28,2026-02-28
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus Sofá — DF|CWB|GO|SP 2",2026-02-28,280,299,BRL,5.04,,,5,,,,,2026-02-28,2026-02-28
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Vídeo] Nimbus tapete branco — DF|CWB|GO|SP 2",2026-02-28,400,421,BRL,10.18,1,,6,,,,,2026-02-28,2026-02-28
"Instagram | Conversão WPP","DF|CWB|GO|SP 2","[Imagem] Benefícios — DF|CWB|GO|SP 2",2026-02-28,2619,2882,BRL,13.48,2,,7,,,,,2026-02-28,2026-02-28
