Palavra-chave de pesquisa
1 de janeiro de 2026 - 6 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,CPM médio
2026-01-31,limpeza de estofados,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",4,146,"2,74%","1,08","4,32","25,58%","65,12%","17,00",0,"0,25","425,00%","29,57"
2026-02-23,aspirador com água,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",4,12,"33,33%","2,12","8,49","41,67%","91,67%","14,00",0,"0,61","350,00%","707,64"
2026-02-24,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",4,100,"4,00%","3,40","13,60","37,36%","83,52%","15,00",0,"0,91","375,02%","135,97"
2026-01-21,extratora limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",4,107,"3,74%","0,86","3,44","14,29%","57,14%","10,00",0,"0,34","250,00%","32,15"
2026-01-21,limpador de po,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",4,241,"1,66%","1,19","4,76","33,18%","75,70%","32,00",0,"0,15","800,00%","19,75"
2026-01-27,limpador de po,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",4,139,"2,88%","2,02","8,10","26,53%","71,43%","16,00",0,"0,51","400,00%","58,27"
2026-01-30,eliminar ácaros,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",4,23,"17,39%","1,54","6,15","40,91%","81,82%","16,00",0,"0,38","400,00%","267,48"
2026-05-03,hyla,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,9,"44,44%","0,86","3,44","20,00%","80,00%","26,00",0,"0,13","650,00%","382,76"
2026-07-01,hyla,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,19,"21,05%","1,88","7,50","46,67%","73,33%","19,47",0,"0,39","486,70%","394,96"
2026-01-29,produtos limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,32,"12,50%","3,09","12,37","60,00%","86,67%","16,00",0,"0,77","400,00%","386,67"
2026-01-20,limpeza de estofados,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,100,"4,00%","2,27","9,09","48,28%","87,93%","10,00",0,"0,91","250,00%","90,89"
2026-01-24,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,45,"8,89%","13,33","53,30","86,67%","90,00%","14,00",0,"3,81","350,00%","1184,44"
2026-04-17,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,250,"1,60%","1,26","5,04","33,80%","84,51%","11,00",0,"0,46","275,00%","20,16"
2026-04-18,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,184,"2,17%","0,97","3,88","26,32%","81,58%","18,00",0,"0,22","450,00%","21,07"
2026-05-23,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,573,"0,70%","0,29","1,16","0,00%","44,44%","13,00",0,"0,09","325,00%","2,02"
2026-06-06,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,342,"1,17%","0,32","1,26","20,00%","40,00%","20,00",0,"0,06","500,00%","3,70"
2026-06-07,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,337,"1,19%","0,54","2,15","11,76%","88,24%","18,00",0,"0,12","450,00%","6,37"
2026-05-04,aspirador hyla,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,4,16,"25,00%","0,82","3,27","10,00%","80,00%","32,00",0,"0,10","800,00%","204,38"
2026-05-25,aspirador hyla,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,4,11,"36,36%","0,64","2,55","0,00%","80,00%","48,00",0,"0,05","1200,00%","231,82"
2026-06-07,aspirador hyla,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,4,31,"12,90%","0,84","3,36","17,65%","76,47%","30,00",0,"0,11","750,00%","108,24"
2026-02-03,aspirador de pó para sofá,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,34,"11,76%","1,49","5,98","33,33%","85,19%","17,00",0,"0,35","425,00%","175,77"
2026-02-04,aspirador de pó para sofá,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,40,"10,00%","1,36","5,42","18,18%","72,73%","17,00",0,"0,32","425,00%","135,50"
2026-04-19,aspirador de pó para sofá,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,149,"2,68%","0,41","1,66","34,48%","72,41%","8,00",0,"0,21","200,00%","11,11"
2026-05-03,aspirador de pó para sofá,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,168,"2,38%","0,53","2,10","11,32%","67,92%","14,00",0,"0,15","350,00%","12,51"
2026-05-17,aspirador de pó para sofá,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,186,"2,15%","0,55","2,21","16,36%","69,09%","14,00",0,"0,16","350,00%","11,86"
2026-07-05,aspirador de pó para sofá,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,207,"1,93%","0,99","3,98","6,67%","40,00%","16,00",0,"0,25","400,00%","19,21"
2026-01-29,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,67,"5,97%","1,26","5,02","23,73%","69,49%","11,00",0,"0,46","275,00%","74,93"
2026-02-18,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,38,"10,53%","7,02","28,09","63,89%","88,89%","22,00",0,"1,28","550,00%","739,09"
2026-05-08,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,96,"4,17%","0,32","1,27","0,00%","100,00%","33,00",0,"0,04","825,00%","13,23"
2026-05-17,melhor aspirador de pó vertical,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,146,"2,74%","0,77","3,06","9,09%","72,73%","38,00",0,"0,08","950,00%","20,96"
2026-05-14,limpar colchão,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,114,"3,51%","1,56","6,23","26,92%","63,46%","21,00",0,"0,30","525,00%","54,69"
2026-05-17,limpar colchão,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,118,"3,39%","0,69","2,74","25,00%","65,00%","15,00",0,"0,18","375,00%","23,22"
2026-05-30,limpar colchão,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,115,"3,48%","0,75","3,01","26,32%","84,21%","5,00",0,"0,60","125,00%","26,16"
2026-01-16,vassoura eletrica,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,32,"12,50%","5,08","20,31","60,87%","91,30%","19,00",0,"1,07","475,00%","634,69"
2026-01-20,vassoura eletrica,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,106,"3,77%","3,70","14,82","58,70%","86,96%","22,00",0,"0,67","550,00%","139,81"
2026-01-29,vassoura eletrica,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,43,"9,30%","3,18","12,72","45,45%","84,85%","9,00",0,"1,41","225,00%","295,81"
2026-04-09,vassoura eletrica,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,162,"2,47%","2,01","8,03","22,02%","84,40%","24,00",0,"0,33","600,00%","49,57"
2026-04-18,vassoura eletrica,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,105,"3,81%","1,12","4,50","18,64%","66,10%","20,00",0,"0,22","500,00%","42,84"
2026-05-03,vassoura eletrica,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,174,"2,30%","0,70","2,80","7,27%","80,00%","22,00",0,"0,13","550,00%","16,07"
2026-05-30,vassoura eletrica,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,154,"2,60%","0,77","3,08","20,83%","75,00%","15,00",0,"0,21","375,00%","20,02"
2026-01-26,hyla aspirador,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,8,"50,00%","1,47","5,88","12,50%","87,50%","47,17",0,"0,12","1179,17%","735,00"
2026-04-16,hyla aspirador,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,90,"4,44%","1,31","5,24","26,92%","75,00%","19,00",0,"0,28","475,00%","58,22"
2026-04-17,hyla aspirador,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,94,"4,26%","1,69","6,75","37,80%","87,80%","26,00",0,"0,26","650,00%","71,76"
2026-05-03,hyla aspirador,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,82,"4,88%","0,82","3,29","15,38%","66,67%","19,00",0,"0,17","475,00%","40,15"
2026-05-11,hyla do brasil,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,11,"36,36%","0,87","3,49","57,14%","100,00%","26,86",0,"0,13","671,45%","317,27"
2026-05-25,hyla do brasil,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,8,"50,00%","0,65","2,59","33,33%","100,00%","25,00",0,"0,10","625,00%","323,68"
2026-05-28,hyla do brasil,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,4,"100,00%","1,50","6,02","100,00%","100,00%","26,00",0,"0,23","650,00%","1504,18"
2026-05-13,extratora wap,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,214,"1,87%","0,75","3,00","8,82%","41,18%","13,00",0,"0,23","325,00%","14,02"
2026-05-16,extratora wap,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,162,"2,47%","0,59","2,38","0,00%","66,67%","17,00",0,"0,14","425,00%","14,66"
2026-03-26,Purificador de ar,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,29,"13,79%","4,74","18,97","70,00%","100,00%","14,00",0,"1,36","350,00%","654,25"
2026-04-20,aspirador de pó vertical 2000w,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",4,95,"4,21%","1,04","4,17","33,33%","93,94%","23,00",0,"0,18","575,00%","43,92"
2026-01-21,personal organizer,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,42,"7,14%","0,78","2,34",0,0,"6,00",0,"0,39","200,00%","55,71"
2026-01-20,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,13,"23,08%","1,09","3,26","7,69%","92,31%","16,00",0,"0,20","533,33%","250,77"
2026-01-24,hyla,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,4,"75,00%","3,31","9,93","75,00%","100,00%","4,42",0,"2,25","147,22%","2483,05"
2026-02-01,limpeza de estofados,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,176,"1,70%","0,94","2,82","31,19%","80,73%","13,00",0,"0,22","433,33%","16,00"
2026-01-20,valor de aspirador de pó,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,14,"21,43%","1,94","5,82","12,50%","100,00%","107,00",0,"0,05","3566,67%","415,71"
2026-01-20,hyla aspirador,Não qualificado,campanha pausada,Correspondência de frase,Branding - BR,Branding Brasil,BRL,"5,50",3,8,"37,50%","1,76","5,29","37,50%","100,00%","17,00",0,"0,31","566,67%","661,25"
2026-01-21,hyla aspirador,Não qualificado,campanha pausada,Correspondência de frase,Branding - BR,Branding Brasil,BRL,"5,50",3,6,"50,00%","1,41","4,22","0,00%","83,33%","22,00",0,"0,19","733,33%","703,63"
2026-01-29,hyla do brasil,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,3,"100,00%","0,45","1,36","33,33%","100,00%","42,00",0,"0,03","1400,00%","451,85"
2026-02-05,aspirador com água,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,5,"60,00%","4,25","12,76","60,00%","100,00%","19,00",0,"0,67","633,33%","2552,13"
2026-01-24,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,43,"6,98%","10,21","30,64","79,07%","90,70%","9,58",0,"3,20","319,44%","712,56"
2026-01-31,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,37,"8,11%","1,49","4,48","22,86%","88,57%","14,00",0,"0,32","466,67%","121,08"
2026-02-01,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,55,"5,45%","1,37","4,12","27,66%","80,85%","23,00",0,"0,18","766,67%","74,98"
2026-02-07,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,49,"6,12%","6,14","18,42","48,94%","91,49%","11,00",0,"1,67","366,67%","375,92"
2026-02-15,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,109,"2,75%","3,84","11,51","45,63%","88,35%","15,00",0,"0,77","500,00%","105,62"
2026-02-18,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,71,"4,23%","3,73","11,20","41,54%","87,69%","8,00",0,"1,40","266,67%","157,76"
2026-02-19,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,141,"2,13%","3,44","10,32","44,19%","88,37%","20,00",0,"0,52","666,67%","73,19"
2026-02-20,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,56,"5,36%","4,45","13,36","61,22%","89,80%","14,00",0,"0,95","466,67%","238,57"
2026-02-23,aspirador para limpar,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,77,"3,90%","3,63","10,89","46,75%","85,71%","12,00",0,"0,91","400,00%","141,38"
2026-02-21,extratora limpeza,Não qualificado,"baixa qualidade, campanha pausada",Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,17,"17,65%","3,52","10,57","37,50%","87,50%","8,99",0,"1,18","299,71%","621,76"
2026-01-25,eliminar ácaros,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,28,"10,71%","1,21","3,63","38,10%","71,43%","21,00",0,"0,17","700,00%","129,47"
2026-02-01,eliminar ácaros,Não qualificado,campanha pausada,Correspondência ampla,Branding - BR,Branding Brasil,BRL,"0,38",3,28,"10,71%","0,89","2,67","37,50%","75,00%","27,00",0,"0,10","900,00%","95,43"
2026-02-04,hyla,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,13,"23,08%","1,27","3,81","25,00%","83,33%","19,59",0,"0,19","653,09%","292,78"
2026-05-17,hyla,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,9,"33,33%","1,06","3,17","83,33%","83,33%","14,00",0,"0,23","466,67%","352,22"
2026-05-28,hyla,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,8,"37,50%","1,35","4,04","75,00%","75,00%","30,00",0,"0,13","1000,00%","505,14"
2026-07-03,hyla,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,7,"42,86%","1,70","5,11","42,86%","57,14%","16,00",0,"0,32","533,33%","730,64"
2026-07-06,hyla,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,7,"42,86%","2,99","8,96","28,57%","57,14%","10,23",0,"0,88","340,87%","1280,01"
2026-03-18,umidificador de ar,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,7,"42,86%","4,72","14,15","100,00%","100,00%","11,00",0,"1,29","366,67%","2021,43"
2026-07-03,limpeza de casa,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,91,"3,30%","0,85","2,55","50,00%","50,00%","11,00",0,"0,23","366,67%","28,02"
2026-04-12,antialérgico,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,37,"8,11%","0,77","2,30","28,00%","76,00%","12,00",0,"0,19","400,00%","62,10"
2026-04-17,antialérgico,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,15,"20,00%","1,49","4,47","25,00%","83,33%","17,00",0,"0,26","566,67%","298,00"
2026-01-30,produtos limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,58,"5,17%","1,64","4,91","45,45%","86,36%","19,00",0,"0,26","633,33%","84,66"
2026-03-10,produtos limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,27,"11,11%","6,34","19,03","92,31%","100,00%","16,00",0,"1,19","533,33%","704,98"
2026-03-25,produtos limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,12,"25,00%","5,03","15,09","100,00%","100,00%","9,00",0,"1,68","300,00%","1257,50"
2026-05-13,produtos limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,261,"1,15%","1,06","3,18","14,29%","85,71%","12,00",0,"0,27","400,00%","12,18"
2026-05-28,produtos limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,298,"1,01%","0,42","1,27",0,0,"8,00",0,"0,16","266,67%","4,26"
2026-06-02,produtos limpeza,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,204,"1,47%","0,29","0,86",0,0,"6,00",0,"0,14","200,00%","4,20"
2026-01-30,limpeza de estofados,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,95,"3,16%","1,19","3,58","42,42%","75,76%","9,00",0,"0,40","300,00%","37,68"
2026-02-02,limpeza de estofados,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,57,"5,26%","1,44","4,31","39,53%","72,09%","12,00",0,"0,36","400,00%","75,54"
2026-02-03,higienização de colchão,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,35,"8,57%","0,93","2,80","43,48%","73,91%","10,00",0,"0,28","333,33%","80,00"
2026-01-28,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,44,"6,82%","1,97","5,90","29,41%","76,47%","10,00",0,"0,59","333,33%","134,09"
2026-01-31,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,40,"7,50%","2,05","6,14","42,42%","81,82%","16,00",0,"0,38","533,33%","153,49"
2026-03-16,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,23,"13,04%","6,55","19,65","60,00%","93,33%","10,00",0,"1,97","333,33%","854,53"
2026-03-21,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,45,"6,67%","5,98","17,95","51,72%","75,86%","14,00",0,"1,28","466,67%","398,89"
2026-04-06,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,36,"8,33%","5,26","15,78","62,07%","86,21%","9,00",0,"1,75","300,00%","438,34"
2026-05-06,aspirador de pó portátil,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",3,241,"1,24%","0,28","0,84","0,00%","85,71%","5,00",0,"0,17","166,67%","3,49"
