Relatório de insights sobre termos de pesquisa
1 de janeiro de 2026 - 7 de julho de 2026
Categoria de pesquisa,Subcategoria de pesquisa,Termos de pesquisa,Impressões,Cliques,Conversões,Valor conv.,CTR,Taxa de conv.,Volume de pesquisa
escova para cachorro,Termos de pesquisa sem classificação,tipos de escovas para cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
hyla rainbow comparison,Subcategoria: total, --,109,5,"0,00","0,00","4,59%","0,00%",100 - 1.000
hyla rainbow comparison,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla rainbow comparison,Termos de pesquisa sem classificação,hyla rainbow comparison,1,1,"0,00","0,00","100,00%","0,00%", --
hyla rainbow comparison,Termos de pesquisa sem classificação,aspirador hyla ou rainbow,15,2,"0,00","0,00","13,33%","0,00%", --
hyla rainbow comparison,Termos de pesquisa sem classificação,hyla ou rainbow,45,1,"0,00","0,00","2,22%","0,00%", --
hyla rainbow comparison,Termos de pesquisa sem classificação,aspirador hyla vs rainbow,1,0,"0,00","0,00","0,00%","0,00%", --
hyla rainbow comparison,Termos de pesquisa sem classificação,hyla vs rainbow,7,0,"0,00","0,00","0,00%","0,00%", --
hyla rainbow comparison,Termos de pesquisa sem classificação,hyla vs rainbow vacuum,1,0,"0,00","0,00","0,00%","0,00%", --
hyla rainbow comparison,Termos de pesquisa sem classificação,hyla x rainbow,1,0,"0,00","0,00","0,00%","0,00%", --
hyla rainbow comparison,Termos de pesquisa sem classificação,rainbow ou hyla,9,0,"0,00","0,00","0,00%","0,00%", --
hyla nimbus wet cleaning system,Subcategoria: total, --,259,26,"3,50","3,50","10,04%","13,46%",100 - 1.000
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,hyla nimbus wet cleaning system,7,2,"0,00","0,00","28,57%","0,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,nimbus hyla,58,3,"0,00","0,00","5,17%","0,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,hyla nimbus,130,11,"2,00","2,00","8,46%","18,18%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,kit nimbus hyla,14,3,"0,00","0,00","21,43%","0,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,hyla kit nimbus,2,1,"0,00","0,00","50,00%","0,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,hyla nimbus plus,2,1,"0,00","0,00","50,00%","0,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,nimbus hyla est,2,1,"1,00","1,00","50,00%","100,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,hx outdoors hyla,3,0,"0,00","0,00","0,00%","0,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,hyla est nimbus set,3,0,"0,00","0,00","0,00%","0,00%", --
hyla nimbus wet cleaning system,Termos de pesquisa sem classificação,hyla nimbus est,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Subcategoria: total, --,830,4,"0,00","0,00","0,48%","0,00%",10.000 - 100.000
melhor purificador de ar para quarto,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhor purificador de ar para quarto,35,2,"0,00","0,00","5,71%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar profissional,13,1,"0,00","0,00","7,69%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,qual o melhor purificador de ar do mercado,4,1,"0,00","0,00","25,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,hepa purificador de ar,3,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhor purificador ar,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhor purificador de ar,125,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhor purificador de ar 2025,5,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhor purificador de ar 2026,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhor purificador de ar do mercado,7,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhor purificador de ar para poeira,6,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhores purificador de ar,5,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhores purificadores de ar,75,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhores purificadores de ar 2025,7,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,melhores purificadores de ar 2026,2,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,o melhor purificador de ar,4,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,os melhores purificadores de ar,3,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador ar filtro hepa,2,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar airclean,2,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar andrea,4,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar bom,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar epa,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar green air ss500 pro,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar hepa h13,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar inteligente,7,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar japones,2,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar maxi cosi,4,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar melhor,4,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar melhores,10,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar melhores marcas,3,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar ns,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar potente,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar qual o melhor,9,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar ropo air 35,12,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar shark,5,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar tilibra,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificador de ar winix,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,purificadores de ar purificador,2,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,quais os melhores purificadores de ar,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,qual melhor purificador de ar,33,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,qual melhor purificador de ar para quarto,1,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,qual o melhor purificador de ar,44,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,qual o melhor purificador de ar para quarto,4,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,qual purificador de ar comprar,2,0,"0,00","0,00","0,00%","0,00%", --
melhor purificador de ar para quarto,Termos de pesquisa sem classificação,qual é o melhor purificador de ar,2,0,"0,00","0,00","0,00%","0,00%", --
eletrodomesticos inovadores,Subcategoria: total, --,13,1,"0,00","0,00","7,69%","0,00%",10.000 - 100.000
eletrodomesticos inovadores,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
eletrodomesticos inovadores,Termos de pesquisa sem classificação,eletrodomesticos inovadores,1,1,"0,00","0,00","100,00%","0,00%", --
eletrodomesticos inovadores,Termos de pesquisa sem classificação,eletrodomésticos inovadores,2,0,"0,00","0,00","0,00%","0,00%", --
eletrodomesticos inovadores,Termos de pesquisa sem classificação,novidades de eletrodomesticos,1,0,"0,00","0,00","0,00%","0,00%", --
eletrodomesticos inovadores,Termos de pesquisa sem classificação,novidades eletrodomesticos,1,0,"0,00","0,00","0,00%","0,00%", --
eletrodomesticos inovadores,Termos de pesquisa sem classificação,novo eletrodoméstico,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Subcategoria: total, --,1.302,18,"0,00","0,00","1,38%","0,00%",100.000 - 1.000.000
saco vacuo viagem,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vacuo viagem,54,2,"0,00","0,00","3,70%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala,73,3,"0,00","0,00","4,11%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco de viagem vacuo,8,1,"0,00","0,00","12,50%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vácuo viagem,10,1,"0,00","0,00","10,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,sacos a vacuo para viagem,36,1,"0,00","0,00","2,78%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco vacuo viagem com bomba,5,1,"0,00","0,00","20,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo viagem,99,1,"0,00","0,00","1,01%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,bolsa a vacuo para viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,bolsa vacuo viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,bomba a vacuo para saco de viagem,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,bomba a vacuo saco viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,bomba vacuo saco viagem,7,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,como fazer saco a vacuo para viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,embalagem a vacuo mala,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,embalagem a vacuo para mala,5,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,embalagem a vacuo para viagem,11,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,embalagem a vacuo viagem,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,embalagem a vácuo para viagem,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,embalagem vacuo para viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,embalagem vacuo viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,embalagens a vacuo para viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,kit saco a vácuo para viagem,5,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,kit vacuo viagem,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,mala a vacuo viagem,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,mala a vácuo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,mala com saco a vacuo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,mala com vacuo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,mala vacuo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,melhor saco a vacuo para viagem,6,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,melhor saco a vácuo para viagem,4,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,mochila a vacuo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,mochila vacuo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,onde comprar saco a vacuo para viagem,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,onde comprar saco a vácuo para viagem,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,qual melhor saco a vacuo para viagem,4,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,roupa a vacuo mala,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo com bomba para viagem,8,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo mala de mao,4,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala 30x40,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala com bomba,3,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala com bomba eletrica,2,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala de 10kg,5,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala de 23kg,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala de bordo,1,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala de mao,4,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mala de viagem,32,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para malas,4,0,"0,00","0,00","0,00%","0,00%", --
saco vacuo viagem,Termos de pesquisa sem classificação,saco a vacuo para mochila,3,0,"0,00","0,00","0,00%","0,00%", --
