Termos de pesquisa
1 de maio de 2026 - 28 de julho de 2026
Dia,Termo de pesquisa,Tipo de correspondência dos termos de pesquisa,Adicionada/excluída,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-06-27,software para clinica de fisioterapia,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,agendart,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,amigo bot,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-06-28,amigo clinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,amigo sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,amigotech,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,api feegow,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,app iclinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-28,app iclinic com br agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,app seufisio,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,app2 clinicaagil com br,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,aurysplus,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,clinia dashboard,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,clinic expert,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-06-28,clinic experts,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,clinic web,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,clinica expert,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-28,clinicaexpert,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-28,clinicaexperts,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","40,00%","60,00%","0,00",0,0,0
2026-06-28,clinicando,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,cliniconect planos e preços,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,communicare,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,como montar uma clinica multidisciplinar,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,como organizar prontuários de pacientes,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,consultorio,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00",0,0,"0,00",0,0,0
2026-06-28,consultorio me,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-28,consultoriolive,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,consultório me,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,digital clin,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,digitalclin,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,docspsi,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,doctopus,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,ds gestao,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,eclinica app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,feegow agenda,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,feegow clinic,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-06-28,gestaods,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,gestão ds,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,iclinic,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","20,00%","80,00%","0,00",0,0,0
2026-06-28,iclinic agenda,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,inclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,medcit,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,medicit,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,nasnuvens,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,pront,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,prontmed,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-06-28,psicomanager,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,psicomanager ia,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,quarkclinic,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-06-28,santeclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,scal,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,shosp,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,sistema feegow,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,sistema para clinicas,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00",0,0,"0,00",0,0,0
2026-06-28,sistema scal,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-06-28,sistema terapeutico,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,site de agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,stenci app,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,systea,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,terapee,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,vclinic,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,vedius profissional,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,way aba,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,web clinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,webclin,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-28,app para terapeutas,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-28,software para psicologia,Correspondência de frase (variação aproximada),Nenhum,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
