Palavra-chave de pesquisa
3 de março de 2026 - 28 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-07-14,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",13,16,"81,25%","0,48","6,19","87,50%","87,50%","0,00",0,0,"0,00%"
2026-04-13,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",13,128,"10,16%","1,99","25,93","50,00%","84,04%","0,00",0,0,"0,00%"
2026-04-13,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",13,288,"4,51%","1,54","20,05","40,21%","82,99%","0,00",0,0,"0,00%"
2026-04-20,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",13,282,"4,61%","1,92","24,91","37,91%","91,76%","0,00",0,0,"0,00%"
2026-03-26,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",13,108,"12,04%","0,98","12,79","33,33%","93,33%","0,00",0,0,"0,00%"
2026-06-25,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",13,194,"6,70%","0,73","9,47","18,97%","77,59%","0,00",0,0,"0,00%"
2026-06-30,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",12,532,"2,26%","0,52","6,28","6,35%","27,78%","0,00",0,0,"0,00%"
2026-07-02,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",12,395,"3,04%","0,44","5,24","7,89%","50,00%","0,00",0,0,"0,00%"
2026-06-26,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",12,440,"2,73%","1,30","15,59","14,80%","69,96%","0,00",0,0,"0,00%"
2026-06-25,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",12,247,"4,86%","1,07","12,89","16,11%","67,78%","0,00",0,0,"0,00%"
2026-07-08,maquina de corte a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",12,303,"3,96%","0,90","10,75","4,88%","37,20%","0,00",0,0,"0,00%"
2026-07-14,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",12,787,"1,52%","0,45","5,39","2,99%","31,34%","0,00",0,0,"0,00%"
2026-04-19,empresas corte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",12,66,"18,18%","0,40","4,75","11,11%","100,00%","0,00",0,0,"0,00%"
2026-05-21,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",12,19,"63,16%","0,65","7,85","66,67%","100,00%","0,00",0,0,"0,00%"
2026-06-26,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",12,24,"50,00%","0,07","0,88","66,67%","95,24%","0,00",0,0,"0,00%"
2026-07-22,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",12,23,"52,17%","0,53","6,40","78,26%","91,30%","0,00",0,0,"0,00%"
2026-04-13,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",12,281,"4,27%","1,49","17,84","38,98%","88,70%","0,00",0,0,"0,00%"
2026-07-24,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",12,115,"10,43%","0,79","9,52","24,47%","78,72%","0,00",0,0,"0,00%"
2026-04-21,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",12,199,"6,03%","2,58","30,94","45,69%","90,52%","0,00",0,0,"0,00%"
2026-07-07,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",12,272,"4,41%","2,57","30,80","19,21%","67,80%","0,00",0,0,"0,00%"
2026-07-25,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",12,136,"8,82%","1,56","18,67","12,99%","79,22%","0,00",0,0,"0,00%"
2026-07-01,maquina de gravacao a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,BRL,"0,01",12,376,"3,19%","1,50","18,04","12,15%","39,72%","0,00",0,0,"0,00%"
2026-07-11,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",11,402,"2,74%","0,68","7,44","7,41%","37,04%","0,00",0,0,"0,00%"
2026-07-21,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",11,362,"3,04%","0,16","1,74","20,00%","20,00%","0,00",0,0,"0,00%"
2026-07-26,maquina de corte a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",11,193,"5,70%","0,71","7,78","6,25%","65,63%","0,00",0,0,"0,00%"
2026-07-28,maquina de corte a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",11,265,"4,15%","0,50","5,45","10,71%","58,93%","0,00",0,0,"0,00%"
2026-07-13,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",11,549,"2,00%","0,44","4,79","1,15%","42,53%","0,00",0,0,"0,00%"
2026-03-13,empresas corte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",11,100,"11,00%","1,32","14,50","18,75%","68,75%","0,00",0,0,"0,00%"
2026-07-09,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",11,13,"84,62%","0,33","3,60","83,33%","100,00%","0,00",0,0,"0,00%"
2026-07-10,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",11,25,"44,00%","0,23","2,50","58,33%","91,67%","0,00",0,0,"0,00%"
2026-07-23,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",11,16,"68,75%","0,61","6,67","87,50%","100,00%","0,00",0,0,"0,00%"
2026-07-21,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",11,180,"6,11%","1,28","14,03","15,75%","67,81%","0,00",0,0,"0,00%"
2026-03-25,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",11,147,"7,48%","2,30","25,35","63,55%","95,33%","0,00",0,0,"0,00%"
2026-07-03,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",10,185,"5,41%","1,00","9,95","13,33%","45,33%","0,00",0,0,"0,00%"
2026-07-13,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",10,225,"4,44%","0,55","5,53","2,78%","36,11%","0,00",0,0,"0,00%"
2026-07-17,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",10,228,"4,39%","0,15","1,50","12,50%","50,00%","0,00",0,0,"0,00%"
2026-07-18,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",10,465,"2,15%","0,15","1,48","42,86%","85,71%","0,00",0,0,"0,00%"
2026-07-21,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",10,476,"2,10%","0,15","1,50","0,00%","33,33%","0,00",0,0,"0,00%"
2026-07-27,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",10,130,"7,69%","0,75","7,49","4,00%","58,00%","0,00",0,0,"0,00%"
2026-03-25,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,138,"7,25%","2,39","23,94","63,39%","90,18%","0,00",0,0,"0,00%"
2026-04-20,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,182,"5,49%","1,85","18,46","34,33%","86,57%","0,00",0,0,"0,00%"
2026-03-12,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,138,"7,25%","2,13","21,29","40,34%","78,15%","0,00",0,0,"0,00%"
2026-07-13,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,10,"100,00%","0,42","4,24","90,00%","100,00%","0,00",0,0,"0,00%"
2026-07-15,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,20,"50,00%","0,28","2,75","88,89%","100,00%","0,00",0,0,"0,00%"
2026-03-12,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,104,"9,62%","2,21","22,06","42,71%","93,75%","0,00",0,0,"0,00%"
2026-03-13,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,127,"7,87%","1,94","19,42","39,17%","84,17%","0,00",0,0,"0,00%"
2026-04-19,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,48,"20,83%","1,18","11,83","27,50%","87,50%","0,00",0,0,"0,00%"
2026-07-27,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,120,"8,33%","0,82","8,22","6,54%","75,70%","0,00",0,0,"0,00%"
2026-03-13,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,196,"5,10%","2,07","20,71","36,36%","87,88%","0,00",0,0,"0,00%"
2026-04-17,maquina fiber laser metal,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",10,48,"20,83%","0,34","3,39",0,0,"0,00",0,0,"0,00%"
2026-07-12,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",10,133,"7,52%","0,65","6,47","0,00%","47,73%","0,00",0,0,"0,00%"
2026-07-23,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",10,148,"6,76%","0,50","4,99","20,69%","82,76%","0,00",0,0,"0,00%"
2026-07-13,maquina de limpeza a laser,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",10,140,"7,14%","0,99","9,90","15,79%","56,84%","0,00",0,0,"0,00%"
2026-07-08,maquina de gravacao a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,BRL,"0,01",10,625,"1,60%","0,75","7,49","1,94%","23,87%","0,00",0,0,"0,00%"
2026-06-24,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",9,695,"1,29%","0,54","4,90","9,43%","55,66%","0,00",0,0,"0,00%"
2026-06-28,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",9,385,"2,34%","0,74","6,65","6,25%","48,96%","0,00",0,0,"0,00%"
2026-07-03,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",9,213,"4,23%","0,28","2,55","0,00%","22,22%","0,00",0,0,"0,00%"
2026-03-12,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",9,318,"2,83%","1,51","13,58","17,81%","86,23%","0,00",0,0,"0,00%"
2026-07-12,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",9,245,"3,67%","0,56","5,08","1,82%","47,27%","0,00",0,0,"0,00%"
2026-07-16,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",9,250,"3,60%","0,18","1,62","12,50%","25,00%","0,00",0,0,"0,00%"
2026-07-03,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",9,359,"2,51%","1,17","10,49","8,87%","46,77%","0,00",0,0,"0,00%"
2026-07-10,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",9,627,"1,44%","1,05","9,42","10,39%","44,16%","0,00",0,0,"0,00%"
2026-03-11,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",9,164,"5,49%","3,93","35,37","56,38%","84,56%","0,00",0,0,"0,00%"
2026-04-20,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",9,104,"8,65%","1,90","17,09","42,86%","85,71%","0,00",0,0,"0,00%"
2026-05-22,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",9,25,"36,00%","1,13","10,20","86,36%","95,45%","0,00",0,0,"0,00%"
2026-07-28,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",9,9,"100,00%","0,29","2,64","88,89%","100,00%","0,00",0,0,"0,00%"
2026-04-21,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",9,126,"7,14%","2,13","19,18","44,44%","91,92%","0,00",0,0,"0,00%"
2026-03-13,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",9,196,"4,59%","2,33","21,00","35,44%","77,85%","0,00",0,0,"0,00%"
2026-07-26,acessorios para maquina laser,Limitado,baixa qualidade,Correspondência de frase,03 [V4] SEACH_PEÇAS,Peças,BRL,"0,01",9,214,"4,21%","2,43","21,88","22,95%","54,64%","0,00",0,0,"0,00%"
2026-07-09,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",9,99,"9,09%","2,21","19,87","15,58%","63,64%","0,00",0,0,"0,00%"
2026-07-24,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",9,172,"5,23%","0,99","8,87","7,87%","70,79%","0,00",0,0,"0,00%"
2026-03-11,Maquina fiber laser,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",8,195,"4,10%","1,75","13,97","17,95%","85,90%","0,00",0,0,"0,00%"
2026-07-02,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",8,268,"2,99%","0,86","6,91","6,61%","42,15%","0,00",0,0,"0,00%"
2026-07-18,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",8,295,"2,71%","0,18","1,45","25,00%","50,00%","0,00",0,0,"0,00%"
2026-07-08,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",8,165,"4,85%","0,71","5,66","5,63%","46,48%","0,00",0,0,"0,00%"
2026-07-20,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",8,365,"2,19%","0,17","1,36","42,86%","71,43%","1,00",0,"1,36","12,50%"
2026-04-21,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",8,98,"8,16%","2,52","20,12","50,00%","89,47%","0,00",0,0,"0,00%"
2026-03-11,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",8,14,"57,14%","0,95","7,58","92,86%","100,00%","0,00",0,0,"0,00%"
2026-03-12,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",8,10,"80,00%","0,55","4,40","100,00%","100,00%","0,00",0,0,"0,00%"
2026-04-13,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",8,13,"61,54%","0,49","3,91","92,31%","100,00%","0,00",0,0,"0,00%"
2026-05-19,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",8,12,"66,67%","0,39","3,10","81,82%","100,00%","0,00",0,0,"0,00%"
2026-04-21,laser madeira corte e gravação a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",8,77,"10,39%","2,58","20,65","61,40%","94,74%","0,00",0,0,"0,00%"
2026-07-28,acessorios para maquina laser,Limitado,baixa qualidade,Correspondência de frase,03 [V4] SEACH_PEÇAS,Peças,BRL,"0,01",8,66,"12,12%","2,20","17,56","29,79%","63,83%","0,00",0,0,"0,00%"
2026-07-03,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",8,136,"5,88%","1,88","15,07","9,71%","54,37%","0,00",0,0,"0,00%"
2026-07-08,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",8,198,"4,04%","2,36","18,91","7,35%","52,94%","0,00",0,0,"0,00%"
2026-07-26,maquina de corte a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",8,80,"10,00%","1,16","9,25","8,33%","75,00%","0,00",0,0,"0,00%"
2026-07-12,maquina de solda a laser industrial,Qualificado, --,Correspondência de frase,04 [V4] SEACH_INDUSTRIAL,Industrial,BRL,"0,01",8,69,"11,59%","0,97","7,72","8,11%","45,95%","0,00",0,0,"0,00%"
2026-07-03,maquina de gravacao a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,BRL,"0,01",8,280,"2,86%","0,88","7,01","5,56%","37,96%","0,00",0,0,"0,00%"
2026-07-10,maquina de gravacao a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,BRL,"0,01",8,219,"3,65%","1,03","8,24","11,70%","36,17%","0,00",0,0,"0,00%"
2026-07-07,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",7,166,"4,22%","0,20","1,37","0,00%","25,00%","0,00",0,0,"0,00%"
2026-07-25,Maquina corte laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",7,118,"5,93%","0,61","4,27","1,59%","52,38%","0,00",0,0,"0,00%"
2026-03-25,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",7,54,"12,96%","2,09","14,61","25,53%","93,62%","0,00",0,0,"0,00%"
2026-07-12,Maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",7,259,"2,70%","0,25","1,73","0,00%","37,50%","0,00",0,0,"0,00%"
2026-05-20,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",7,14,"50,00%","0,53","3,71","92,31%","92,31%","0,00",0,0,"0,00%"
2026-07-21,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",7,14,"50,00%","0,45","3,16","90,00%","100,00%","0,00",0,0,"0,00%"
2026-04-14,Melhor maquina de corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",7,168,"4,17%","0,91","6,34","31,76%","83,53%","0,00",0,0,"0,00%"
2026-07-14,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",7,364,"1,92%","0,43","2,98","5,00%","45,00%","0,00",0,0,"0,00%"
2026-07-15,maquina de corte laser mdf,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,BRL,"0,01",7,231,"3,03%","0,19","1,33","0,00%","20,00%","0,00",0,0,"0,00%"
2026-07-25,maquina de corte a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",7,173,"4,05%","0,16","1,14","0,00%","25,00%","0,00",0,0,"0,00%"
2026-07-26,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",7,123,"5,69%","0,65","4,58","6,25%","60,42%","0,00",0,0,"0,00%"
2026-07-02,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",7,563,"1,24%","0,52","3,66","3,05%","44,27%","0,00",0,0,"0,00%"
2026-07-15,maquina de corte laser cnc,Qualificado, --,Correspondência ampla,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",7,443,"1,58%","0,20","1,38","0,00%","42,86%","0,00",0,0,"0,00%"
2026-07-09,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",7,106,"6,60%","0,69","4,85","4,65%","48,84%","0,00",0,0,"0,00%"
2026-03-10,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,87,"8,05%","7,51","52,60","82,93%","91,46%","0,00",0,0,"0,00%"
2026-04-14,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,189,"3,70%","2,39","16,72","52,71%","88,37%","0,00",0,0,"0,00%"
2026-07-02,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,12,"58,33%","0,25","1,75","83,33%","83,33%","0,00",0,0,"0,00%"
2026-07-16,mercado laser,Qualificado, --,Correspondência de frase,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,11,"63,64%","0,20","1,40","81,82%","100,00%","0,00",0,0,"0,00%"
2026-03-27,cnc 1310,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,102,"6,86%","1,09","7,66","60,00%","88,57%","0,00",0,0,"0,00%"
2026-06-26,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,50,"14,00%","0,53","3,74","26,83%","75,61%","0,00",0,0,"0,00%"
2026-06-27,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,109,"6,42%","1,22","8,53","15,79%","67,37%","0,00",0,0,"0,00%"
2026-07-02,laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,32,"21,88%","0,67","4,71","27,59%","55,17%","0,00",0,0,"0,00%"
2026-07-21,serviço de corte a laser metal,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,71,"9,86%","1,20","8,41","18,52%","79,63%","0,00",0,0,"0,00%"
2026-03-12,máquina de gravar a laser em metal,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,170,"4,12%","2,17","15,19","32,65%","81,63%","0,00",0,0,"0,00%"
2026-04-13,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,116,"6,03%","2,10","14,71","40,63%","88,54%","0,00",0,0,"0,00%"
2026-06-23,empresa maquina laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",7,87,"8,05%","0,69","4,86","12,96%","66,67%","0,00",0,0,"0,00%"
